id,answer,acceptedVariants,letter,relation,modes,categories,wordDifficulty,clueInfantil,clueFacil,clueIntermedio,clueAvanzado,sourceName,sourceUrl
teocratico-sostenible-q-quebrantar,quebrantar,,Q,contiene,teocratico,relato-biblico-infantil|sostenible,1,Romper una regla o dejar de cumplirla.,"Desobedecer una ley, promesa o mandato.",Violar un compromiso que antes se había aceptado solemnemente.,"Transgredir las condiciones de un pacto, como hizo Israel al adorar un becerro mientras Moisés recibía la Ley.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/5/moises-diez-mandamientos-becerro-oro/
teocratico-sostenible-q-equidad,equidad,,Q,contiene,teocratico,relato-biblico-infantil|sostenible,1,Justicia que trata a cada persona de manera imparcial.,Imparcialidad con la que Jehová juzga a los pueblos.,Justicia que trata a cada persona de manera imparcial; el pasaje citado muestra cómo se aplica.,"Imparcialidad con la que Jehová juzga a los pueblos, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/salmos/98/#v9
teocratico-sostenible-q-tranquilo,tranquilo,tranquila,Q,contiene,teocratico,relato-biblico-infantil|sostenible,1,Que está en calma y sin agitación.,Sereno aunque alrededor exista presión o peligro.,Estado de quien domina el temor porque confía en una ayuda segura.,Actitud que Daniel pudo mantener ante los leones gracias a una conciencia limpia y plena confianza en Jehová.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/10/daniel-hoyo-leones/
teocratico-sostenible-r-rodilla,rodilla,,R,empieza,teocratico,relato-biblico-infantil|sostenible,1,Articulación que une el muslo con la parte inferior de la pierna.,Articulación que se dobla en reconocimiento de la autoridad de Jesús.,Articulación que une el muslo con la parte inferior de la pierna; el pasaje citado muestra cómo se aplica.,"Articulación que se dobla en reconocimiento de la autoridad de Jesús, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/filipenses/2/#v10
teocratico-sostenible-r-romano,romano,,R,empieza,teocratico,relato-biblico-infantil|sostenible,1,Natural de Roma o relacionado con su imperio.,Ciudadano protegido por leyes que Pablo invocó ante un castigo ilegal.,Natural de Roma o relacionado con su imperio; el pasaje citado muestra cómo se aplica.,"Ciudadano protegido por leyes que Pablo invocó ante un castigo ilegal, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hechos/22/#v25
teocratico-sostenible-r-rabino,rabino,,R,empieza,teocratico,relato-biblico-infantil|sostenible,1,Título aplicado a un maestro judío de las Escrituras.,Título honorífico de maestro que algunos líderes religiosos deseaban.,Título aplicado a un maestro judío de las Escrituras; el pasaje citado muestra cómo se aplica.,"Título honorífico de maestro que algunos líderes religiosos deseaban, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/23/#v7
teocratico-sostenible-r-redencion,redención,,R,empieza,teocratico,relato-biblico-infantil|sostenible,1,Liberación obtenida mediante el pago de un precio.,Liberación conseguida mediante la sangre de Cristo.,Liberación obtenida mediante el pago de un precio; el pasaje citado muestra cómo se aplica.,"Liberación conseguida mediante la sangre de Cristo, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/efesios/1/#v7
teocratico-sostenible-r-racion,ración,,R,empieza,teocratico,relato-biblico-infantil|sostenible,1,Porción de alimento asignada a una persona.,Porción de alimento entregada a los sirvientes al tiempo debido.,Porción de alimento asignada a una persona; el pasaje citado muestra cómo se aplica.,"Porción de alimento entregada a los sirvientes al tiempo debido, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/lucas/12/#v42
teocratico-sostenible-r-redentor,redentor,,R,empieza,teocratico,relato-biblico-infantil|sostenible,1,Quien libera a otra persona pagando un rescate.,Libertador anunciado para quienes abandonan la transgresión.,Quien libera a otra persona pagando un rescate; el pasaje citado muestra cómo se aplica.,"Libertador anunciado para quienes abandonan la transgresión, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/isaias/59/#v20
teocratico-sostenible-r-respeto,respeto,,R,empieza,teocratico,relato-biblico-infantil|sostenible,1,Trato amable que reconoce el valor de los demás.,"Actitud considerada hacia una persona, una norma o una autoridad.",Cualidad que evita insultar o menospreciar incluso a un adversario.,"Reconocimiento práctico de dignidad y autoridad, compatible con la valentía que David mostró frente a Goliat.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/7/david-goliat/
teocratico-sostenible-r-roca,roca,,R,empieza,teocratico,relato-biblico-infantil|sostenible,1,Masa natural de piedra muy dura.,Formación sólida que puede servir de apoyo o refugio.,"Material firme y resistente, difícil de mover o romper.","Símbolo apropiado de estabilidad y protección, cualidades que Moisés aprendió a asociar con Jehová.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/4/moises/
teocratico-sostenible-r-rio,río,,R,empieza,teocratico,relato-biblico-infantil|sostenible,1,Corriente natural de agua que avanza por un cauce.,"Curso de agua que fluye hacia otro río, un lago o el mar.",Lugar donde Naamán tuvo que sumergirse siete veces para quedar limpio.,"Corriente identificada con el Jordán, escenario de la prueba de humildad que precedió a la curación del comandante sirio.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/9/naaman-leproso/
teocratico-sostenible-r-rectitud,rectitud,,R,empieza,teocratico,relato-biblico-infantil|sostenible,1,Cualidad de actuar de acuerdo con lo que es justo.,Integridad moral que protege a quien espera en Jehová.,Cualidad de actuar de acuerdo con lo que es justo; el pasaje citado muestra cómo se aplica.,"Integridad moral que protege a quien espera en Jehová, con un sentido más preciso dentro del vocabulario bíblico.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/salmos/25/#v21
teocratico-sostenible-r-red,red,,R,empieza,teocratico,relato-biblico-infantil|sostenible,1,Tejido de cuerdas usado para atrapar peces.,Herramienta que los pescadores extienden o lanzan en el agua.,Utensilio de trabajo que Pedro conocía antes de seguir a Jesús.,Malla de pesca convertida por Cristo en imagen de la labor de reunir discípulos.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/13/pedro-niega-jesus-tres-veces/
teocratico-sostenible-r-regalo,regalo,,R,empieza,teocratico,relato-biblico-infantil|sostenible,1,Cosa que se da sin pedir pago.,"Obsequio ofrecido para mostrar cariño, gratitud o generosidad.","Bien recibido gratuitamente, como el privilegio especial que Dios concedió a María.",Dádiva cuyo valor depende tanto de la intención del dador como del beneficio que aporta a quien la recibe.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/11/angel-gabriel-visita-maria/
teocratico-sostenible-r-recompensa,recompensa,,R,empieza,teocratico,relato-biblico-infantil|sostenible,1,Beneficio que se recibe por una buena acción.,Resultado favorable concedido a quien actúa con esfuerzo o lealtad.,Bendición que Rut obtuvo al cuidar a Noemí y refugiarse bajo la protección de Jehová.,Reconocimiento de una conducta fiel que puede llegar de manera distinta y más amplia de lo esperado.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/6/rut-noemi/
teocratico-sostenible-r-refugio,refugio,,R,empieza,teocratico,relato-biblico-infantil|sostenible,1,Lugar que protege de un peligro.,Espacio seguro donde alguien puede resguardarse.,"Protección que el arca dio a Noé, su familia y los animales durante el Diluvio.",Medio de amparo preparado con anticipación para sobrevivir a una amenaza que no podía afrontarse al aire libre.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/2/arca-de-noe/
teocratico-sostenible-r-relampago,relámpago,,R,empieza,teocratico,relato-biblico-infantil|sostenible,1,Destello brillante que aparece durante una tormenta.,Luz rápida producida por una descarga eléctrica en las nubes.,Resplandor que puede acompañar lluvia intensa y truenos.,"Fenómeno atmosférico de enorme energía, semejante a los que hacen visible la fuerza de una gran tempestad.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/2/arca-de-noe/
teocratico-sostenible-r-ruego,ruego,,R,empieza,teocratico,relato-biblico-infantil|sostenible,1,Petición hecha con mucha humildad.,Súplica intensa dirigida a alguien que puede ayudar.,Solicitud sincera que una persona puede incluir al hablar con Jehová.,Petición apremiante que reconoce tanto la necesidad propia como la capacidad de quien la escucha.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/12/jesus-ensena-orar/
teocratico-sostenible-r-responsabilidad,responsabilidad,,R,empieza,teocratico,relato-biblico-infantil|sostenible,1,Tarea que una persona debe cumplir con cuidado.,Deber aceptado por el que tendremos que responder.,Encargo como el que Moisés recibió de conducir a Israel fuera de Egipto.,"Obligación ligada a una función y que exige constancia, decisiones prudentes y rendición de cuentas.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/4/moises/
teocratico-sostenible-r-rebelion,rebelión,,R,empieza,teocratico,relato-biblico-infantil|sostenible,1,Oposición abierta contra una autoridad.,Acción de rechazar las reglas e intentar imponer otra voluntad.,Desafío colectivo como el de quienes construyeron Babel para hacerse famosos.,"Resistencia deliberada a la autoridad legítima, manifestada mediante desobediencia organizada y ambición independiente.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/3/torre-babel/
teocratico-sostenible-r-risa,risa,,R,empieza,teocratico,relato-biblico-infantil|sostenible,1,Sonido y gesto que suelen mostrar alegría.,"Reacción que puede surgir por felicidad, sorpresa o incredulidad.",Respuesta de Sara al oír que tendría un hijo a una edad avanzada.,Expresión que pasó de la duda al gozo cuando el nacimiento de Isaac confirmó una promesa aparentemente imposible.,Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/3/abrahan-sara/
teocratico-sostenible-r-rollo,rollo,,R,empieza,teocratico,relato-biblico-infantil|sostenible,1,Documento antiguo que se enrollaba para guardarlo.,Tira larga de papiro o piel sobre la que se escribía.,Formato de libro usado antes de que existieran páginas encuadernadas.,"Soporte escrito que conservaba leyes, historias y profecías para su lectura pública o estudio.",Lecciones que aprendo de la Biblia,https://www.jw.org/es/biblioteca/libros/lecciones-historias-biblia/10/daniel-hoyo-leones/
