id,answer,acceptedVariants,letter,relation,modes,categories,wordDifficulty,clueInfantil,clueFacil,clueIntermedio,clueAvanzado,sourceName,sourceUrl
teocratico-sostenible-azarias,Azarías,,Z,contiene,teocratico,relato-biblico-infantil|sostenible,1,Joven hebreo que recibió el nombre babilonio Abednego.,Compañero de Daniel escogido para recibir formación en la corte real.,Rechazó contaminarse con los alimentos del rey y fue bendecido por Dios.,Más tarde afrontó el horno ardiente junto con Hananías y Misael.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/daniel/1/#v7
teocratico-sostenible-voz,voz,,Z,contiene,teocratico,relato-biblico-infantil,1,"Sonido producido al hablar, cantar o llamar a alguien.",Sonido que una persona produce al hablar o cantar.,Samuel oyó una que lo llamaba durante la noche.,"Al principio creyó que era Elí, hasta comprender que Jehová se comunicaba con él.",Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/1-samuel/3/#v8
teocratico-sostenible-mizpa,Mizpá,,Z,contiene,teocratico,relato-biblico-infantil|sostenible,1,Lugar donde varias tribus de Israel se reunieron.,Nombre dado a diferentes sitios bíblicos y relacionado con vigilancia.,Los israelitas se congregaron allí ante Jehová durante una grave crisis nacional.,Su nombre significa atalaya y una de estas localidades pertenecía a Benjamín.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/jueces/20/#v1
teocratico-sostenible-naturaleza,naturaleza,,Z,contiene,teocratico,relato-biblico-infantil,1,"Conjunto de plantas, animales y paisajes creados por Dios.",Conjunto del mundo físico y sus seres vivos.,La variedad creada revela poder y sabiduría superiores.,Pablo dijo que las cualidades invisibles de Dios se perciben por las cosas hechas.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/romanos/1/#v20
teocratico-sostenible-tristeza,tristeza,,Z,contiene,teocratico,relato-biblico-infantil,1,Sentimiento que Jesús mostró al ver llorar a sus amigos.,Dolor emocional provocado por pérdida o sufrimiento.,Jesús lloró al acompañar a los amigos de Lázaro.,Su reacción mostró profunda empatía aunque sabía que pronto lo resucitaría.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/juan/11/#v35
teocratico-sostenible-gozo,gozo,,Z,contiene,teocratico,relato-biblico-infantil,1,Alegría profunda que puede sentirse incluso en dificultades.,Alegría profunda que puede mantenerse bajo dificultades.,Es parte del fruto producido por el espíritu santo.,Pablo y Silas cantaron alabanzas en prisión pese a haber sido golpeados.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/hechos/16/#v25
teocratico-sostenible-lazo,lazo,,Z,contiene,teocratico,relato-biblico-infantil,1,Trampa hecha con cuerda para atrapar a alguien o algo.,Nudo corredizo o trampa destinada a capturar.,La Biblia compara el miedo al hombre con uno peligroso.,Confiar en Jehová protege de quedar atrapado por presión o intimidación.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/proverbios/29/#v25
teocratico-sostenible-brazo,brazo,,Z,contiene,teocratico,relato-biblico-infantil,1,Parte del cuerpo que va del hombro hasta la mano.,Extremidad superior situada entre hombro y mano.,Representa simbólicamente poder para actuar o salvar.,Éxodo dice que Jehová liberó a Israel con uno extendido y grandes juicios.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/exodo/6/#v6
teocratico-sostenible-cizana,cizaña,,Z,contiene,teocratico,relato-biblico-infantil,1,Planta dañina usada por Jesús en una comparación.,Hierba perjudicial parecida al trigo durante su crecimiento.,Un enemigo la sembró de noche entre la buena semilla.,Jesús explicó que simboliza a los hijos del Maligno separados al final del sistema.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/mateo/13/#v25
teocratico-sostenible-choza,choza,,Z,contiene,teocratico,relato-biblico-infantil,1,Casa pequeña y sencilla construida con materiales naturales.,Vivienda pequeña construida con materiales sencillos.,Jonás hizo una al este de Nínive para esperar lo que sucedería.,Jehová hizo crecer una calabaza vinatera que le dio sombra temporal.,Traducción del Nuevo Mundo (edición de estudio),https://www.jw.org/es/biblioteca/biblia/biblia-estudio/libros/jonas/4/#v5
